id,answer
ESTG-NEW-003,"Der steuerlich relevante Zufluss der BTC-X tritt gemäß § 6 Z 4 EStG 1988 mit dem Import-Datum ein, da der Private Key erst dann aktiv genutzt wird. 

Die Anschaffungskosten der BTC-X betragen EUR 80 pro BTC-X, da der Kurs bei der Ermittlung des steuerlich relevanten Zuflusses (Import-Datum) bereits EUR 80 betrug. Der Kurs von EUR 120 bei der Veräußerung ist für die Ermittlung der Anschaffungskosten nicht relevant."
ESTG-NEW-004,"Ein steuerpflichtiger Tausch liegt bei der Einzahlung von 50 ETH in den Liquidity Pool nicht vor, da hier keine Gegenleistung in Form von Geld oder anderen Vermögenswerten erbracht wird. Die LP-Token sind lediglich ein Rechtsakt, der den Anteil am Pool repräsentiert.

Bei der Entnahme von 48 ETH und 2.500 USDC aus dem Pool liegt jedoch ein steuerpflichtiger Tausch vor. Frau Pichler erhält eine Gegenleistung in Form von Geld (48 ETH) und anderen Vermögenswerten (2.500 USDC), die sich von den ursprünglich eingebrachten 50 ETH unterscheidet. Die LP-Token werden dabei vernichtet, was als Gegenleistung für die erhaltenen Vermögenswerte gilt."
ESTG-NEW-005,"Gemäß § 125 Abs. 1 BAO (Bundesabgabenordnung) sind Umsätze, die nicht mehr als 420.000 Euro betragen, steuerneutral. 

Da der Umsatz des vorangegangenen Wirtschaftsjahres nicht mehr als 420.000 Euro betragen soll, ist der Transfer von BTC zu WBTC steuerneutral, da er als rein technischer Transfer betrachtet wird und nicht als Tauschhandlung."
ESTG-NEW-006,"Der Airdrop ist steuerlich als unentgeltliche Übertragung von Kryptowährungen einzuordnen. Gemäß § 31 Abs. 5 EStG kann auf Antrag die Regelbesteuerungsoption angewendet werden. 

Da Frau Berger den Token nicht für eine Gegenleistung erworben hat und keinen Kauf getätigt hat, sind Anschaffungskosten von Null anzusetzen. Der Veräußerungsgewinn ergibt sich aus der Differenz zwischen Verkaufspreis und Marktwert bei der Gutschrift auf ihrer Wallet. 

Verkaufspreis: 10.000 Token * EUR 5/Token = EUR 50.000
Marktwert bei Gutschrift: 10.000 Token * EUR 2/Token = EUR 20.000
Veräußerungsgewinn: EUR 50.000 - EUR 20.000 = EUR 30.000

Der Veräußerungsgewinn unterliegt der Einkommensteuer."
ESTG-NEW-007,"Nein, die Einordnung ist nicht korrekt. Die Erträge aus Staking für das Cardano-Netzwerk sind keine Zinsen aus Kapitalforderungen im Sinne des § 27 Abs. 2 Z 2 EStG. 

Gemäß § 4a Abs. 2 Z 5 EStG sind Kryptowährungen, die durch Mining oder Staking erworben werden, als freigebige Zuwendungen anzusehen. Da Herr Fuchs die Erträge aus Staking als Zinsen ausgewiesen hat, ist eine Korrektur der Einordnung erforderlich."
ESTG-NEW-008,"Gemäß § 68 Abs. 5 Z 5 oder 6 des österreichischen Steuerrechts ist die interne Zuordnung der Staking-Rewards nicht eindeutig. Da keine schriftliche Vereinbarung über die interne Zuordnung der Rewards besteht, sind die Staking-Rewards nach § 22 Abs. 1 Z 1 BAO (Bundesabgabenordnung) auf die Eheleute Maier anteilig aufzuteilen, wobei die Anschaffungskosten der ETH von Herrn Maier (50 ETH zu EUR 2.000/Stück) und Frau Maier (50 ETH zu EUR 3.500/Stück) berücksichtigt werden müssen.

Die Anschaffungskosten der veräußerten 30 ETH ermitteln sich aus der Summe der Anschaffungskosten der von Herrn Maier und Frau Maier angeschafften ETH, die dem Verhältnis der von ihnen jeweils angeschafften ETH entsprechen. Da Herr Maier 50 ETH zu EUR 2.000/Stück und Frau Maier 50 ETH zu EUR 3.500/Stück angeschafft haben, beträgt das Verhältnis 2.000:3.500 oder 8:15. Die Anschaffungskosten der veräußerten 30 ETH betragen daher (30/50) * (8/15) * 2.000 + (30/50) * (7/15) * 3.500 = 1.440 + 2.340 = 3.780 EUR."
ESTG-NEW-009,"Nein, die Stockdividende ist nicht steuerfrei. Gemäß § 27a Abs. 1 des Körperschaftsteuergesetzes 1988 ist ein besonderer Steuersatz auf die Erträge aus Kapitalvermögen anwendbar, der durch die Kapitalertragsteuer abgegolten ist. Die Regelung gilt auch für als ausgeschüttet geltende Erträge aus Anteilscheinen, wie in diesem Fall die Stockdividende. Da die deutschen Behörden keine Kapitalertragsteuer einbehalten, ist die Steuerabgeltung in Österreich nicht erfüllt."
ESTG-NEW-010,"Nein, das Unstaking stellt keinen steuerpflichtigen Vorgang dar. Gemäß § 3 Abs. 1 Z 16b BAO sind Staking-Rewards steuerfrei. Da Herr Gruber bereits im Jänner 2026 Staking begonnen hat, sind die Staking-Rewards, die er im März 2026 erhält, steuerfrei. Das Unstaking ist ein Teil des Staking-Vorgangs und unterliegt daher nicht der Steuerpflicht."
ESTG-NEW-011,"Der Verlustausgleich bei Frau Lang ist wie folgt:

- Der Gewinn aus dem Verkauf von ETH (EUR 8.000) wird auf die Einkünfte aus Kryptowährungen gemäß § 27b Abs. 2 angerechnet.
- Der Verlust aus dem Verkauf von BTC (EUR 3.000) und der Verlust aus dem Verfall eines Krypto-basierten Derivats (EUR 12.000) können auf die Einkünfte aus Kryptowährungen gemäß § 27b Abs. 2 angerechnet werden.
- Der Gesamtverlust aus Kryptowährungen beträgt EUR 15.000.
- Der Gesamtverlust kann jedoch nur bis zur Höhe der Einkünfte aus Kryptowährungen gemäß § 27b Abs. 2 verrechnet werden. Da Frau Lang im Jahr 2026 einen Gewinn aus dem Verkauf von ETH von EUR 8.000 erzielt hat, kann sie nur diesen Gewinn gegen die Einkünfte aus Kryptowährungen verrechnen.
- Der Verlust aus dem Verkauf von BTC (EUR 3.000) und der Verlust aus dem Verfall eines Krypto-basierten Derivats (EUR 12.000) können nicht gegen die Dividenden verrechnet werden, da diese nicht aus Kryptowährungen gemäß § 27b Abs. 2 stammen.
- Der Gesamtverlust aus Kryptowährungen von EUR 15.000 kann jedoch auf die Einkünfte aus anderen Quellen (z.B. andere Einkünfte) angerechnet werden, wenn diese Einkünfte einen entsprechenden Gewinn ergeben."
ESTG-NEW-012,"Nein, Herr Pfeifer hat nicht recht. Gemäß § 27b Abs. 2 EStG sind Kryptowährungen, die vor dem 1. März 2021 angeschafft wurden, nicht von § 27b EStG erfasst. Da Herr Pfeifer die Kryptowährungen vor dem 1. März 2021 angeschafft hat, ist § 27b EStG nicht anzuwenden. Der Gewinn aus dem Verkauf der Kryptowährungen ist daher mit dem normalen Einkommensteuersatz zu versteuern."
ESTG-NEW-013,"Nein, ein steuerpflichtiger Tausch liegt nicht vor. Gemäß § 6 Abs. 1 Z 5b tritt mit 1. Jänner 2026 in Kraft und ist erstmals auf Umsätze und sonstige Sachverhalte anzuwenden, die nach dem 31. Dezember 2025 ausgeführt werden bzw. sich ereignen. Da die Token-Migration im Februar 2026 stattfindet, also nach dem 31. Dezember 2025, ist diese Bestimmung anwendbar. Allerdings handelt es sich bei der Token-Migration um eine automatische Tauschhandlung durch einen Smart Contract, bei der die wirtschaftliche Funktion und die Governance-Rechte identisch bleiben. Daher liegt kein steuerpflichtiger Tausch vor."
ESTG-NEW-014,"Gemäß § 3 Abs. 1 Z 16 c des Einkommensteuergesetzes (EStG) können pauschale Reiseaufwandsentschädigungen steuerfrei behandelt werden. 

Im Fall von Herrn Steiner handelt es sich jedoch nicht um Reiseaufwandsentschädigungen. Die Einkünfte aus dem Rebase und dem Verkauf der stETH sind als Einkünfte aus Kapitalvermögen zu behandeln.

Der Rebase-Mechanismus führt zu einer automatischen Zunahme der stETH in der Wallet von Herrn Steiner, ohne dass eine separate Gutschrift erfolgt. Dieser Mechanismus ist jedoch nicht steuerlich relevant, da er keine Einnahmen oder Ausgaben darstellt.

Der Verkauf der stETH gegen ETH im Dezember 2026 ist jedoch steuerlich relevant. Die stETH sind als Wertpapiere zu behandeln und der Verkauf gegen ETH ist als Verkauf von Wertpapieren zu behandeln. Die Einkünfte aus dem Verkauf der stETH sind als Einkünfte aus Kapitalvermögen zu behandeln und unterliegen der Körperschaftsteuer und der Einkommensteuer.

Es ist jedoch zu beachten, dass die steuerliche Behandlung von Kryptowährungen und Token in Österreich noch nicht abschließend geklärt ist und möglicherweise noch Änderungen im Gesetz oder in der Rechtsprechung erfolgen."
ESTG-NEW-015,"Nein, Frau Hofer ist in ihrer Ansicht nicht korrekt. Gemäß § 22 Abs. 1 Z 1 BAO (Bundesabgabenordnung) sind Einkünfte aus der Veräußerung von Vermögensgegenständen, die nicht zum Anlagevermögen gehören, steuerbar. Die Tauschgeschäfte zwischen Stablecoins gelten als Veräußerungsvorgänge, da es sich um eine Änderung der Vermögensgegenstände handelt. Der Marktwert der Stablecoins bei den Tauschgeschäften ist steuerbarer Gewinn."
ESTG-NEW-016,"Basierend auf den gegebenen Informationen und den relevanten Bestimmungen des österreichischen Steuerrechts, insbesondere § 2 Abs. 3 Z 1 bis 3 und § 355 Z 1 a) des Bundesgesetzes, treten wir wie folgt vor:

- Die Einlage der 20 ETH in das Betriebsvermögen der Einzelfirma ist steuerneutral, da es sich um eine Einlage in das Betriebsvermögen handelt und keine Einkünfte erzeugt.
- Die Entnahme von 10 ETH aus dem Betriebsvermögen in das Privatvermögen ist ebenfalls steuerneutral, da es sich um eine Rückübertragung von Vermögen handelt.
- Der Verkauf der 10 ETH zu EUR 3.800/ETH ist steuerpflichtig. Da Herr Novak die 10 ETH zu einem höheren Preis als dem Marktwert (EUR 3.500/ETH) verkauft hat, ist der Verkaufserlös steuerpflichtig und muss als Einkünfte aus Gewerbebetrieb versteuert werden.

Es ist jedoch zu beachten, dass die Verluste aus der Anschaffung der 10 ETH im Jahr 2023 nicht ausgeglichen werden konnten und daher im Rahmen der Veranlagung 2020 bis zu einem Betrag von 5.000.000 Euro vom Gesamtbetrag der Einkünfte vor Sonderausgaben und außergewöhnlichen Belastungen abgezogen werden können."
ESTG-NEW-017,"Die Anschaffungskosten für Frau Wimmer betragen EUR 35.000 pro BTC, da die Übergangsregelung des ökologisch-sozialen Steuerreformgesetzes 2022 auf die Anschaffung im Februar 2021 anwendbar ist.

Der Verkauf der 3 BTC im Juni 2026 zu EUR 70.000 ist steuerpflichtig, da der Marktwert zum Todestag bereits EUR 68.000 betrug. Der Gewinn von EUR 2.000 (70.000 - 68.000) ist steuerpflichtig."
ESTG-NEW-018,"Ja, Herr Zach kann einen Verlust aus Kryptowährungen nach § 27 Abs. 8 EStG geltend machen.

Der Verlust entsteht im Jahr der Insolvenz der Börse, also 2026. Der Verlust beträgt jedoch nur die Differenz zwischen den Anschaffungskosten und dem Wert zum Zeitpunkt der Insolvenz, also EUR 2.400 x 15 = EUR 36.000 - EUR 48.000 = - EUR 12.000.

Da Herr Zach jedoch nur EUR 9.600 erhalten hat, kann er nur diesen Betrag als Verlust geltend machen. Der verbleibende Verlust von EUR 2.400 kann nicht geltend gemacht werden, da er nicht realisiert wurde."
ESTG-NEW-019,"Nein, das stimmt nicht. Der Reverse Stock Split ist steuerlich relevant, da es sich um eine Umwandlung von Aktien handelt. Die Barabfindung für die 5 nicht glatt teilbaren Aktien ist ein Einkünfteertrag, der steuerpflichtig ist."
ESTG-NEW-020,"Gemäß § 4 Abs. 10 Z 3 lit. b in der Fassung vor dem 1. Stabilitätsgesetz 2012 sind die steuerfreien Beträge im Zeitpunkt des Ausscheidens des Grund und Bodens aus dem Betriebsvermögen oder im Zeitpunkt der Veräußerung oder Aufgabe des Betriebes zu versteuern. 

Da Frau Kern die Staking-Rewards nie in ihrer frei verfügbaren Wallet erhalten hat, sondern sie automatisch re-staked wurden, sind die Staking-Einkünfte steuerpflichtig, sobald sie das Staking beendet und die Token (inklusive der re-stakten Rewards) auf ihre Wallet erhält."
VAT-DOM-001,"Ja, der Marktplatz wird umsatzsteuerlich so behandelt, als ob er die Gegenstände selbst erhalten und geliefert hätte, da der Einzelwert der Sendung 145 Euro nicht übersteigt und der Marktplatz den Verkauf technisch und organisatorisch unterstützt."
VAT-DOM-002,"Gemäß Absatz 15, Ziffer 1, Litera b, wird die Beförderung der Lieferung durch den Zwischenhändler (B) zugeordnet, da er seiner Lieferer (A) die Umsatzsteuer-Identifikationsnummer mitgeteilt hat, die ihm vom Mitgliedstaat (Polen) ausgehändigt wurde, aus dem die Gegenstände befördert werden."
VAT-DOM-003,"Liegt eine sonstige Leistung (Werkleistung) vor. 

Gemäß Absatz 3 des angegebenen Excerpts gilt die Leistung des Unternehmers als sonstige Leistung, wenn das Entgelt für die Leistung nach Art eines Werklohnes unabhängig vom Unterschied zwischen dem Marktpreis des empfangenen Stoffes und dem des überlassenen Gegenstandes berechnet wird."
VAT-DOM-004,"Gemäß § 3 Z 3 des Einkommensteuergesetzes (EStG) werden Zuwendungen an Gesellschafter einer mit dem Steuerpflichtigen verbundenen Gesellschaft als Ausgleich für entgehende Ausschüttungen auf Grund des Bestehens einer Gewinngemeinschaft (Dividendengarantie) behandelt.

In diesem Fall ist jedoch die schweizerische Gesellschaft der Leistungserbringer und handelt im eigenen Namen. Der Leistungsort der weiterverrechneten Eintrittsberechtigungen für die Fachmesse in Wien ist daher nicht in Österreich, sondern in der Schweiz, da die schweizerische Gesellschaft die Leistung erbracht hat."
VAT-DOM-005,"Nein, der Leistungsort liegt nicht in Österreich. Gemäß Absatz 11, Litera a, sind die in Absatz 11, Litera a, genannten sonstigen Leistungen, wenn sie per Streaming übertragen oder auf andere Weise virtuell verfügbar gemacht werden, nicht in Österreich ansässigen Personen zuzurechnen. Der Unternehmer ist also nicht verpflichtet, in Österreich Umsatzsteuer zu erheben."
VAT-DOM-006,"Nein, die Lieferung des Verarbeiters erstreckt sich nicht auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials. Der Verarbeiter hat nur die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle zurückzugeben, nicht jedoch die Silberabfälle, die im Unternehmen des Auftraggebers anfallen."
VAT-DOM-007,"Gemäß § 3 Abs. 1 Z 1 UStG (Umsatzsteuergesetz) gilt der Ort der Lieferung als der Ort, an dem der Kunde das Warenverpackungsstück in Empfang nimmt. 

Da der Flug ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets verläuft, gilt der Ort der Lieferung als der Ort, an dem der Kunde das Flugzeug verlässt, also Spanien."
VAT-DOM-008,"Nein, der Ort der Lieferung liegt nicht dort, wo der Strom physisch eingespeist wird. Gemäß § 3 Abs. 1 Z 1 lit. b EStG (Einkommensteuergesetz) liegt der Ort der Lieferung an einen Wiederverkäufer in einem anderen Mitgliedstaat der EU dort, wo der Wiederverkäufer seine Haupttätigkeit ausübt, also in Italien."
VAT-DOM-009,"Nein, nach § 3a Abs. 1a Z 1 gilt dies nicht für die Verwendung eines dem Unternehmen zugeordneten Grundstückes."
VAT-DOM-010,"Nein, der Ort der Lieferung liegt nicht in Österreich. Laut dem Vertrag (BGBl. Nr. 45/1995) trat der Vertrag am 1.1.1995 in Kraft, der jedoch nicht explizit den Begriff ""Lieferung"" definiert. Allerdings ist der Ort der Lieferung nach österreichischem Recht der Ort, an dem der Käufer die Verfügungsmacht über das Gut erlangt. In diesem Fall ist das Zürich, da der Käufer die Maschine erst dort erhält."
VAT-DOM-011,"Nein, die Lieferung des Produzenten an den Kommissionär gilt noch nicht als ausgeführt, da die Waren noch nicht an den Endkunden verkauft wurden. Die Lieferung gilt erst dann als ausgeführt, wenn die Waren an den Endkunden geliefert werden, also dort, wo sie tatsächlich genutzt oder verbraucht werden."
VAT-DOM-012,"Gemäß § 1 Abs. 1 Z 1 UStG ist die Leistung als Lieferung zu behandeln, da der Unternehmer dem Auftraggeber eine fertige Produktionsanlage liefert, die nicht nur eine Verarbeitung des beigestellten Stahls ist, sondern auch zusätzliche Motoren und Steuerungseinheiten enthält, die nicht bloß Zutaten oder Nebensachen sind. Die Verbindung der Anlage mit dem Boden der Fabrikhalle ist dabei nicht entscheidend."
VAT-DOM-013,"Nein, der Ort der Lieferung liegt nicht am Sitz des deutschen Lieferers. Gemäß Artikel 3, Absatz 4 des Einfuhr-Versandhandelsgesetzes liegt Einfuhr-Versandhandel vor, wenn Gegenstände durch den Lieferer oder für dessen Rechnung vom Drittlandsgebiet in einen Mitgliedstaat versandt oder befördert werden. Da die Elektrizität von Deutschland nach Österreich geliefert wird, liegt der Ort der Lieferung in Österreich, am Sitz der österreichischen Abnehmerin."
VAT-DOM-014,"Gemäß § 1 Abs. 1 Z 1 KStG (Körperschaftsteuergesetz) ist der Ort der Vermittlungsleistung der Ort, an dem die Vermittlung erfolgt ist. 

Da die Vermittlerin österreichisch ist, gilt das österreichische Steuerrecht. Gemäß § 1 Abs. 1 Z 1 KStG gilt die Vermittlung als in Österreich erfolgt, wenn der Vermittler in Österreich ansässig ist. 

Daher liegt der Ort der Vermittlungsleistung in Österreich."
VAT-DOM-015,"Nein, der Leistungsort liegt nicht in Österreich, da die Betriebsstätte der Bootsvermieterin in Split, Kroatien, liegt und die Vermietung von dort aus erfolgt."
VAT-DOM-016,"Nein, eine Lieferung liegt nicht vor, da der Eigentumsübergang noch nicht erfolgt ist. Der Übergabeakt selbst ist zwar erfolgt, jedoch ist der Eigentumsübergang nach § 929 BGB (Bürgerliches Gesetzbuch) nur mit der Zahlung des Kaufpreises vollzogen."
VAT-DOM-017,"Nein, liegt keine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 vor, da die Platten nach der Behandlung weiterhin nur als Messingplatten derselben Marktgattung verkauft werden können."
VAT-DOM-018,"Nein, der Leistungsort liegt nicht in Österreich, da die Leistung ausschließlich für die italienische Betriebsstätte bestimmt und dort verwendet wird. Der Sitz der Empfängerin in Wien ist für die Bestimmung des Leistungsorts nicht relevant."
VAT-DOM-019,"Nein, es handelt sich nicht um eine sonstige Leistung. Die Grundstückseigentümerin erhält ein Entgelt für die Duldung der Nutzung eines gemeinsamen Zufahrtswegs, was als Entgelt für die Verzichtleistung auf ein Widerspruchsrecht zu betrachten ist. Dies ist eine Ersatzleistung, die als Einkünfte aus Vermietung und Verpachtung zu behandeln ist."
VAT-DOM-020,"Nein, der Leistungsort verlagert sich aufgrund der genannten Bestimmungen vom Drittlandsgebiet ins Inland, da die Beratung im Inland genutzt und ausgewertet wird."
VAT-DOM-021,"Nein, diese Sichtweise ist nicht zutreffend. Die Gemeinde ist als Vermieterin von Geschäftsflächen zwar kein allgemeiner Unternehmer, aber § 1 Abs. 1 Z 1 UStG erfasst auch die Lieferung von Gegenständen durch eine Person, die diese Gegenstände selbst nicht herstellt oder erwirbt, sondern sie durch eine andere Person erhält und weitergibt. In diesem Fall erhält die Gemeinde die Mieteinnahmen und liefert die Geschäftsflächen an die Mieter weiter."
VAT-DOM-022,"Nein, das ist nicht der Fall. Laut § 1 Abs. 3 KStG 1988 ist die Organschaft auf Innenleistungen zwischen im Inland gelegenen Unternehmensteilen beschränkt. Da die Tochter-GmbH eine eigenständige Geschäftsführung hat, handelt es sich nicht um einen im Inland gelegenen Unternehmensteil, sondern um ein eigenständiges Unternehmen. Daher ist die Organschaft nicht anwendbar und die Innenleistungen müssen als Umsätze zwischen zwei Unternehmern behandelt werden."
VAT-DOM-023,"Nein, das ist nicht nach § 2 UStG richtig. 

Gemäß § 2 Abs. 2 Z 1 UStG wird die gewerbliche oder berufliche Tätigkeit nicht selbständig ausgeübt, wenn natürliche Personen, einzeln oder zusammengeschlossen, einem Unternehmen derart eingegliedert sind, dass sie den Weisungen des Unternehmers zu folgen, verpflichtet sind. 

In diesem Fall ist die Person jedoch nicht einem Unternehmen eingegliedert, sondern handelt als Einzelperson. Dennoch ist die Frage, ob die Person als Unternehmerin gilt, nicht nur durch die Nachhaltigkeit und die laufenden Einnahmen zu beantworten. 

Die Person kalkuliert bewusst so niedrig, dass nach ihrer auf Dauer angelegten Konzeption niemals ein Gewinn oder Einnahmenüberschuss entstehen kann. Dies deutet darauf hin, dass die Person nicht in der Absicht, Gewinn zu erzielen, handelt, sondern eher als Hobby oder zur Selbstverwirklichung. 

Gemäß § 2 Abs. 1 UStG wird jede nachhaltige Tätigkeit zur Erzielung von Einnahmen als Unternehmertätigkeit angesehen, auch wenn die Absicht, Gewinn zu erzielen, fehlt. 

In diesem Fall ist jedoch die Absicht, Gewinn zu erzielen, offensichtlich nicht gegeben, da die Person bewusst so niedrig kalkuliert, dass kein Gewinn oder Einnahmenüberschuss entstehen kann. Daher ist es unwahrscheinlich, dass die Person als Unternehmerin gilt."
VAT-DOM-024,"Nein, ein steuerbarer Eigenverbrauch liegt nicht vor, da die Bewirtung aus der Sicht des Unternehmers betrieblich veranlasst war und er bereits einen teilweisen Vorsteuerabzug erhalten hat."
VAT-DOM-025,"Nein, das ist nicht zutreffend. Laut dem zitierten Paragraphen bleiben Umsätze aus Hilfsgeschäften außer Ansatz, wenn der Unternehmer die Kleinunternehmergrenze nicht überschreitet. Die Weiterleitung des Betrags an die Behörde durch den Unternehmer im Namen und für Rechnung des Kunden gilt als Hilfsgeschäft und bleibt daher außer Ansatz."
VAT-DOM-026,"Gemäß § 22 Z 1 lit. b EStG 1988 qualifizieren die Honorare als Einkünfte aus selbständiger Arbeit. Da der Arzt jedoch in einem Dienstverhältnis zu einer Krankenanstalt steht, ist er umsatzsteuerlich als Dienstleister anzusehen, da die Krankenanstalt die Dienstleistung in Anspruch nimmt und nicht der Arzt als Unternehmer. Daher ist der Arzt umsatzsteuerlich nicht als Unternehmer, sondern als Dienstleister einzuordnen."
VAT-DOM-027,"Die Unternehmerin kann den Vorgang nicht als Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG behandeln, da es sich um eine unentgeltliche Erbringung von anderen sonstigen Leistungen handelt, die für Zwecke außerhalb des Unternehmens liegen."
VAT-DOM-028,"Gemäß § 4a EStG (Einkommensteuergesetz) sind Einkünfte aus einer Tätigkeit als organschaftlicher Vertreter einer Körperschaft sowie aus einer höchstpersönlichen Tätigkeit der leistungserbringenden natürlichen Person zuzurechnen, wenn die Leistung von einer Körperschaft abgerechnet wird, die unter dem Einfluss dieser Person steht.

In diesem Fall ist das Konzernunternehmen des Kunden eine Körperschaft, die unter dem Einfluss der Agentur steht, da es sich um eine Bedingung handelt, damit die Leistung erbracht wird. Der Drittbetrag von 8.000 Euro ist daher der Agentur zuzurechnen und bei der Bemessungsgrundlage zu berücksichtigen.

Die Bemessungsgrundlage beträgt daher 50.000 Euro (Vertrag) + 8.000 Euro (Drittbetrag) = 58.000 Euro."
VAT-DOM-029,"Die Bemessungsgrundlage ist nach § 5 Abs. 5 zu ermitteln. Der Unternehmer kann die gesamten innerhalb eines Veranlagungszeitraumes ausgeführten Umsätze nach dem Gesamtbetrag bemessen, um den die Summe der Verkaufspreise und der Werte nach § 4 Abs. zu ermitteln."
VAT-DOM-030,"Nach § 5 UStG Absatz 2, Ziffer 2, wird der Umsatz bei der Einfuhr nach dem für die Veredlung zu zahlenden Entgelt bemessen, da ein solches Entgelt vereinbart wurde."
VAT-DOM-031,"Die Bemessungsgrundlage nach § 4 UStG ist der für die Berechnung der Differenz zugrunde zu legende Einkaufspreis der gemäß Paragraph 5, ermittelten Bemessungsgrundlage bei der Einfuhr zuzüglich der dafür geschuldeten oder entrichteten Einfuhrumsatzsteuer. Die übernommenen Schulden gehören nicht zur Bemessungsgrundlage, da die Umsatzsteuer nicht zur Bemessungsgrundlage gehört und die Schulden nicht als Einfuhr zuzüglich Einfuhrumsatzsteuer zu betrachten sind. Der Unternehmer kann die gesamten innerhalb eines Veranlagungszeitraumes ausgeführten Umsätze nach dem Gesamtbetrag bemessen, um den die Summe der Verkaufspreise und der Werte nach § 4 Abs. 1 UStG abgezogen werden."
VAT-DOM-032,Gemäß § 4 Abs. 1 UStG ist die Bemessungsgrundlage für die Umsatzsteuer der vereinbarte Preis.
VAT-DOM-033,"Nach § 4 UStG (Umsatzsteuergesetz) greift die Bewertungsregel des § 4 Abs. 1 Z 2 UStG, da der Unternehmer den Gegenstand für private Zwecke verwendet."
VAT-DOM-034,"Nach § 5 UStG sind die Nebenkosten, die sich aus der Beförderung nach einem anderen in der Gemeinschaft gelegenen Bestimmungsort ergeben, in die Bemessungsgrundlage einzubeziehen, wenn dieser Bestimmungsort im Zeitpunkt des Entstehens der Einfuhrumsatzsteuer bekannt ist. Daher sind die Beförderungs-, Versicherungs- und Verpackungskosten bis zum ersten Bestimmungsort in der Union einzubeziehen."
VAT-DOM-035,"Diese Tätigkeit ist nicht als selbständige unternehmerische Tätigkeit im Sinne des § 2 Abs. 1 UStG einzuordnen. Gemäß § 2 Abs. 3 UStG werden Tätigkeiten, die von einer juristischen Person des privaten Rechts geführt werden, als einheitliche Tätigkeit behandelt, auch wenn bei den einzelnen Tätigkeiten die Absicht fehlt, Gewinne zu erzielen. Da die natürliche Person Mitglied des Aufsichtsrats einer Aktiengesellschaft ist, handelt es sich um eine Tätigkeit, die von einer juristischen Person des privaten Rechts geführt wird. Daher ist die Tätigkeit als einheitliche Tätigkeit im Rahmen der Aktiengesellschaft einzuordnen und nicht als selbständige unternehmerische Tätigkeit."
VAT-DOM-036,"Diese Tätigkeit ist als ""hoheitliche Tätigkeit"" einzuordnen, die nicht als Unternehmertätigkeit gilt. Gemäß § 2 Abs. 2 UStG ist jedoch auch die ""hoheitliche Tätigkeit"" des Bundes als ""Unternehmertätigkeit"" anzusehen, wenn sie gegen Entgelt erfolgt und die Voraussetzungen des § 2 Abs. 3 UStG erfüllt sind. Da das private Unternehmen gegen Entgelt die Benützung der Eisenbahninfrastruktur nutzt, ist die Tätigkeit des Bundes als Unternehmertätigkeit einzuordnen."
VAT-DOM-037,"Der Betrag ist nach § 4 UStG zu behandeln, da er nicht vertraglich geschuldet war. Der Kunde übernahm die Kosten freiwillig, was keinen Einfluss auf die Bemessungsgrundlage hat. Der Unternehmerin steht jedoch die Möglichkeit offen, den Verzicht auf die Befreiung nach § 12 Abs. 1 Z 27 UStG zu erklären, wenn sie die Befreiung nicht wünscht."
VAT-DOM-038,"Nein, das tritt nicht ein. Der Unternehmer kann keinen steuerbaren Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG annehmen, wenn die Ausgabe zugleich ertragsteuerlich nicht abzugsfähig ist."
VAT-DOM-039,"Nein, das ist nicht zulässig. Laut § 5 Abs. 5 UStG gehört die Umsatzsteuer nicht zur Bemessungsgrundlage."
VAT-DOM-040,"Gemäß § 2 Abs. 1 Ziffer 1 UStG wird die gewerbliche oder berufliche Tätigkeit nicht selbständig ausgeübt, wenn natürliche Personen, einzeln oder zusammengeschlossen, einem Unternehmen derart eingegliedert sind, dass sie den Weisungen des Unternehmers zu folgen, verpflichtet sind.

Da die natürliche Person in diesem Fall jedoch ausschließlich gegenüber ihren Vereinsmitgliedern tätig ist und keine Weisungen eines Unternehmers zu folgen hat, trifft diese Aussage nicht zu. Die Tätigkeit kann als nachhaltige Tätigkeit zur Erzielung von Einnahmen angesehen werden, auch wenn die Absicht, Gewinn zu erzielen, fehlt."
VAT-DOM-041,"Nein, die Lieferung ist nicht automatisch steuerfrei, da der Unternehmer die Maschine in die Schweiz befördert hat. Die Beförderung in ein anderes Land kann die Steuerfreiheit nach § 7 UStG ausschließen."
VAT-DOM-042,"Nein, die im Inland befindliche Zweigniederlassung ist nicht ausländischer Abnehmer, da sie das Umsatzgeschäft im eigenen Namen abgeschlossen hat."
VAT-DOM-043,"Nein, § 7 Abs. 1 Z 3 kann nicht angewendet werden, da der Käufer die Waren nicht für gewerbliche oder berufliche Zwecke verwendet, sondern für private Zwecke. Der Umstand, dass er in Wien bleibt, ist für die Anwendung des § 7 Abs. 1 Z 3 ohne Bedeutung."
VAT-DOM-044,"Nein, die Ausfuhrlieferung nach § 7 greift nicht, da die Waren nicht in das Ausland geliefert werden, sondern in die Schweiz verbracht werden. Die Lieferung an die luxemburgische Gesellschaft ist jedoch eine Ausfuhrlieferung, da die Waren in das Ausland geliefert werden."
